,credit_score
0x045e2a9db6ca319f6b667813c6088067eb52851e,958.6731919521479
0x04b5c5d08ddef275535c5a95a62f803fc1cd3dba,958.1294181620445
0x0116fdba1f1dc87f91fcafe2fb365ca829cee686,957.5856443719413
0x02c3b69b7588c4d117ea0eb4d7ba809f9613f470,957.041870581838
0x0426266cf573388100183343b6e26b8bf5e4fdbb,956.4980967917346
0x03bcc3e7b883f353380babdb76bd914630954a09,955.9543230016313
0x0560f3ac84eecbcc480af7ebe93313da8f7ea414,955.4105492115281
0x042a1ccde458f357618d8687b4fb99fa10775599,954.8667754214247
0x0228213c43f6c2634a1bdad2fcab7316256cdff6,954.3230016313213
0x031c7807637ecec27d158bd4156c954e682a2f54,953.779227841218
0x05e09b56ec91620f9bab354c573712e446f8eb11,953.2354540511147
0x03d813abfba88e76407d09ef92e05f164ac1a985,952.6916802610114
0x03310baf844bfe66aadd339c73f9229f35aa4c6d,952.1479064709081
0x00ac60244df04dfc07146f037d14f93320af57c9,951.6041326808048
0x05e1f287dde4f9514ed22000a62a45b0da9dc409,951.0603588907015
0x007dc697bbc1bdfb0988db00ebb3d17d52fdda3d,950.5165851005981
0x00b43a92d45ccdfeef6ea98d56f775586fe9e39e,949.9728113104949
0x043fdabff38a1e9897f2f5a860b8b88f9a0a9f24,949.4290375203915
0x043be9f76411e021f3aca8b45db64b0c36075a0d,948.8852637302882
0x00bbfa640a4bac8f3650373be8f4bd77f0472101,948.3414899401848
0x009b21f6f8273fe12dbc9c8025ca27db7de16b8c,947.7977161500816
0x01445326f7023b6c69eeb0eccbbac6797af3e76c,947.2539423599783
0x02eca8cc78b7d30c1ac5e16988ed2c8a9da658d6,946.7101685698749
0x0160afff7a7a824429a8202995d03239d2d418fa,946.1663947797716
0x039a33aca90ecfc1b97f88de30264ebd84cc7c22,945.6226209896683
0x008f96aab23e71c98398e6c5dabf2ee2ded9f15d,945.0788471995651
0x00b44f149ddb22209db070da0bca4bb01a6e555c,944.5350734094617
0x06192f889f17bf2aff238d08d8c26cbcfcc7b45a,943.9912996193583
0x04f14602b7d1fdaa374aef914bb161e5cbeba6e6,943.447525829255
0x01daab3d40bdda5b8125c4aecbaef6ee2f262efa,942.9037520391516
0x037bf6a1e7b137f824f46313317e033ffeceb613,942.3599782490484
0x026c2da77a4584478550de459a6abb848519ffe4,941.8162044589451
0x003a85c562730b196f7cba202a2515f2ff855736,941.2724306688418
0x03bf7fd823908e56c8785e4c7ebfc46fc6a6e41b,940.7286568787384
0x048e1e942cecde524fb35ebd625749b0be00f563,940.1848830886352
0x0255c9d3850caca1152aeb20425c264787661692,939.6411092985319
0x040df4fd17862caf41045d1c7e7ca420322617d4,939.0973355084284
0x00a09297f06b3790a37cffb2de91a0fccf0d5bac,938.5535617183251
0x052f348a45620f2c26926d2b58548c7eaeadf870,938.0097879282218
0x049b8457a23bef5354c65d1cbbfa3bb897782ec1,937.4660141381186
0x02d14eafbf2724a0bc5e7c6fb21a799c7e1eb2b5,936.9222403480152
0x02e14b3e880efd1cb8a504540d31d91ca311280c,936.3784665579119
0x01b5b2eec95743ff4401a55b06db72bdf6afa0e1,935.8346927678086
0x0314d69c14328bed45a45f96a75400f733164e13,935.2909189777052
0x0041dac13d9365b4d695fb612950dc71884f8db1,934.747145187602
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,934.2033713974987
0x029f19fc5a2425a4f04c3e1f6855af0afbcc3c93,933.6595976073953
0x034b2fd624f4895fc932ed31ed63d8be06b82c08,933.1158238172919
0x02b936ff5f54ef91b7e9e6fcd8aaed1160ee01c2,932.5720500271887
0x035648071a7ebb842fc55a01e44ce01ab8b844ed,932.0282762370854
0x00e22b85d329650e35a9d664b7c408a57820f13f,931.4845024469821
0x0224b2311d5968fa00a42103788b2f4ccd0651ad,930.9407286568787
0x00c2e5aa91c2b6927a4e8533482c8217b450a6a1,930.3969548667754
0x00a8bec03805bcfaafab1050dbcf90f57982d750,929.8531810766722
0x01a1ef4a64f8c25ac6e4913512dabac382fd2954,929.3094072865688
0x0093660a2f58c0c38ce2ce0f894c86f9011478ea,928.7656334964655
0x05b62442eebb2308ab39cf2dbb115fc47b633c52,928.2218597063621
0x04f648bb839033bba7c6341529bd7dd6fd6d413e,927.6780859162589
0x027cedb5d69afdd68ce27cf58dd6d05a72edc4f6,927.1343121261555
0x00002b503a75998c97508916a74fdb41934fa030,926.5905383360522
0x00ab84845d68063c1dcd2a5f2cead5f253b249a2,926.0467645459489
0x04f1d25968cc1ad76e773d1b06acee6c502c93dd,925.5029907558455
0x05b56b2b0e2f395f2f814c09c845ecf656b80b1d,924.9592169657423
0x04ddf96a61c4c44731f04df4e963f61cfe3c9c6d,924.415443175639
0x0474b7e51abbb836a44b68dc6382134bddce6538,923.8716693855357
0x058ae85d9747b3003366b375b4643d51c9100d0c,923.3278955954323
0x036808e8efef543ac49c40a2b6d98f8f36798a91,922.7841218053289
0x0327d880665d0a65bc578a82e9d83f21b993756c,922.2403480152257
0x018ed52cf0254857c3d2cd4ad06a673c56eca644,921.6965742251223
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,921.152800435019
0x04f1fc616db817879898aa1635d574593f227b4e,920.6090266449157
0x019ea1afabcbd84d922043c4261052a583315d2c,920.0652528548125
0x00d831f24309b3271297f19b8e9be846c8c531c4,919.5214790647091
0x017f9dc0e2d0a123bf03a3c7ec27f898b70d8ded,918.9777052746058
0x0142bfdf3d08eb9cca160c04e9240d7f9631f2b0,918.1620445894508
0x03ed358b4ea92c6ff41ebf5f0f8f22847b993d2f,918.1620445894508
0x0048e6fd005224e7e9f00058c630307f0710a84b,917.3463839042957
0x033ffcf5d843a16da224f62b5cb1c4980310f796,916.8026101141925
0x02afca5527ecb2ffe3ed6ee9ae776c7d5da88923,916.2588363240892
0x0557d5aeec6f2dbffdc2a4cdce59ae3286a2e896,915.7150625339858
0x007f3da6715efd4b6994b7348b644b64b695d3b1,915.1712887438825
0x035d5e9aef9c24c42764a90b1ef6207d22fda0e7,914.6275149537793
0x00405f7b768a9a6b81e8060a17f0550501acf6be,914.0837411636759
0x02f11fe7a88805f3afbe76f28d0ee7b090d4e99b,913.5399673735726
0x02a0f1a59940dddb35a38327e93d7abb49e285b1,912.9961935834693
0x041c2b12b643aff71468172aff2c409624d95921,912.452419793366
0x05069a643656f4d38df42b054c3c25ce75c53cfb,911.9086460032626
0x05fc68f4b7714389a17128653f82d50bee98e542,911.3648722131593
0x0107aacde8714bd13357fc856d6b93b3f8b543e9,910.821098423056
0x0340af84322e83ae445c375c10a6ac90989b85f6,910.2773246329527
0x05097c27631f3c41237c7abef075c4b8e281eae7,909.7335508428494
0x019712e01e25a3dee2e11dc8a8de84afb0015401,909.1897770527461
0x045b0d7cd8e143619bd67623cf7129e1980fb492,908.6460032626428
0x01a762e99a74132ff61cebd92262fc54463320e5,908.1022294725394
0x025acefa3cf20e71f44ccd3b81e2c1924602c48b,907.5584556824361
0x026a55d367905cc892280e5ba04d64e9d745b86c,907.0146818923328
0x055ec9b317dd215d37330ba8f41c70bddbf45678,906.4709081022295
0x017c536b11211d47ff4752c141f1e62ea16a4a5d,905.9271343121261
0x05ed735c93879d84d082425572fe5ff827a0db56,905.3833605220228
0x02aee0ce756fa0157294ff3ff48c1dd02adccf04,904.8395867319196
0x00800d9019001aff6e1eba3312e35e9b22d3f058,904.2958129418162
0x04ca9d52ee6f8638fa959375b6963d080d4c844f,903.7520391517129
0x040887454f6f08dc089d8c5671df51da5057a4bd,903.2082653616096
0x0470a46f57515cb7d112acde06f410c3111575b0,902.6644915715063
0x036a310b351f1d24dc5891a9f7ddc1e42ced51fd,902.120717781403
0x05a726aff20ab6b723a147fcb19d3fa6433d627d,901.5769439912996
0x05fe433fa225928e856966bf00f1270281e6f663,901.0331702011963
0x01aa66f23e42842d771cf46e6293af4ed04c90bd,900.4893964110929
0x0186d975cfe19772e58f4d314a52984b31a2cbeb,899.9456226209896
0x04c55912af70c59cefbc350eb864071f24835fcf,899.4018488308864
0x03ce47abe931e23bf221eb5453c1e03a4f60d949,898.8580750407831
0x01af4808da010aad7b2c977f51508a1402c8cbbc,898.3143012506797
0x02e51d6ce16201a28eaa7de9c8c4bfed25b4b081,897.7705274605764
0x030de3de170036c537b1f7bf6f983220464abe1c,897.2267536704732
0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd,896.6829798803697
0x009e8675b19be214d3f620e90c5e0de7a13c3c5a,896.1392060902664
0x02736d5c8dcea65539993d143a3de90cebca9c3c,895.5954323001631
0x00d3addc7cb1637c73359d41949a1a369d7f092a,895.0516585100598
0x0575d52465bf30e9c0bfc3fd7256e4743a2f11fd,894.5078847199565
0x032f904c1f675add398dcb3733acf36b84b79c95,893.9641109298532
0x0281531ebed0d369e29f29bb4295be46113e422b,893.4203371397499
0x020245ea7a029bcfc193b0819cbfca6e96675e95,892.8765633496466
0x05cbeb96622ec258fb0525a9bdd16182f9264df1,892.3327895595432
0x00b8bfc0b407187392aa9fe56eaa7c17b5ebec48,891.78901576944
0x03402343d6192caec409b0570cf59905969adc2a,891.2452419793366
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,890.7014681892332
0x00e4f6071dcfc268ed4487e2a004d01e3666107e,890.1576943991299
0x061122cffab0f594d3689865e935b2961f0a309a,889.3420337139751
0x01a0f8f364c2fec07cfcdebd2980da3f950d0410,889.3420337139751
0x039e8cb6cf84518696939ea80ff8e021b871fde9,888.2544861337683
0x0567d99a4420b8da0fd91c5ecba78955c04974f0,888.2544861337683
0x013bbe7e89333bb26c0959f547adcd77f54ffa80,887.4388254486134
0x056a560537b780be6a4c35079cedb77822c58d82,886.89505165851
0x05808c037e9f759096cf77a7f1f50a9f01dd5c56,886.0793909733551
0x02e6277d21ba364845200b883a7a230f173122a8,886.0793909733551
0x01f62341f6eb0b03584fca08c165aee0312b1084,885.2637302882001
0x00bf2f290d3aef716cd8127acc153c273c23c538,884.7199564980967
0x022b755d4b5db88a2c32499fa667904fbe24c928,884.1761827079935
0x04c3611d4504b454f1309e0f523db8d0f95feac2,883.6324089178902
0x02e60b50d9788a17055afec468b5d17a38b6bd9d,883.0886351277868
0x0318b7bf3433dc91fdd0c749b88855f076efd5d5,882.5448613376835
0x05efc12df01a04a1e92d817d4bf5447178cb5f2f,882.0010875475803
0x04cda19cb300c98a5ff01a9bafc907e8751268d8,881.457313757477
0x01cf15d50e91ea8731572a07afbf782233339ad7,880.9135399673735
0x00c3a7a09fe2fed6f8c163202aea9cfad99874b3,880.3697661772702
0x05279be7b95aadfd686d24fcf6740869c81b7532,879.8259923871669
0x0400083c67fd63db5f1ae087efd9583430b663cf,879.2822185970635
0x04fc43e8f4da7fbae135cb0ae73b8913d8e044d8,878.7384448069603
0x05e9e2624a9c70efbcf9d51fc169d304d3d5df8a,878.194671016857
0x01784fd2a696eec23f901b9a5d9762d5e8d10af3,877.6508972267537
0x02ad56758fef56099cf57531d0c97bb1aa1f076e,877.1071234366503
0x000f908720f9ce164d90f4fc89459fab4442907f,876.5633496465471
0x03851f30cc29d86ee87a492f037b16642838a357,876.0195758564438
0x01f562afdd11c353a9b56028b2a34d2bbbde4b14,875.4758020663403
0x01977c44632eefb5b2868e18c902584ccad574d7,874.932028276237
0x02e07cc7e01b1ca69c0a6de55bfd9b99a8f0af3a,874.3882544861337
0x02b72485ecdaabd5f9af68d9a5d2b2ca54d5339b,873.8444806960305
0x037bef2da33513cfb998e36894d073773d3285f8,873.3007069059271
0x0540003bbd356a49bc2e74a3f8f872dc318dc46b,872.7569331158238
0x05861850bdb054b967c9405c4d8baef2e047473a,872.2131593257205
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,871.6693855356173
0x052370f3278cd2ad96be34bacc1748ebf8c99056,871.1256117455139
0x01bbfe5ce152b22eccde7698a24e86012a5f75e3,870.5818379554106
0x008450344d3518a45a2d4fd0425eea6a5c08033d,870.0380641653072
0x010d23b534006f4e4f174a7530d7d9e3c131732a,869.2224034801523
0x0405e13dc7a586cc2c371f531e90ae50cf49beec,869.2224034801523
0x05e5a3e89794434042d4b8e51853fe28353f3343,868.4067427949973
0x04426a58fdd02eb166b7c1a84ef390c4987ae1e0,867.862969004894
0x011e6bf0b2fccc01f137cfe776e1b1121f31fbaa,867.3191952147906
0x052284d77bd1c34602ecec02b72ac2017e18d87e,866.7754214246874
0x05e2461c8c10138aee241268f28de6003d3dbadb,866.2316476345841
0x0230b6df83cc33bcf9c7c29ace1ae5078fe36b74,865.6878738444807
0x02e35b8e24f99002f568f5916de89874197f7a06,865.1441000543774
0x002de04d579930686698abab5f48bda0b24fb9fc,864.600326264274
0x046b8f645b2a09f9527f191fbcb6491094668a45,864.0565524741708
0x018e2339fe910022db81f0df861ff792d406cf3d,863.5127786840674
0x004ce54398cc569a622bf5a99ae857306243c8ec,862.9690048939641
0x02a73cd5c9135b68798838407a136b41ddea3c5e,862.4252311038608
0x01b3f02ff86fca973084faa9e4e24014c1dfcb8f,861.8814573137574
0x05ed5e22bbf41969b11b3690700c8583b3844e25,861.3376835236542
0x053f4977dcda4506032c5ec230c31242fd123ee1,860.7939097335509
0x02577874b50993e03070e7c7eefa78eac31cadd5,860.2501359434476
0x00f5481262d4845b292ba0c41752de258b3bbeec,859.7063621533441
0x04c89b6513400df610c062f09bc243a743f34fd9,859.1625883632408
0x03b90ee77fc31114c5b5cbd363059db6066cca7d,858.6188145731376
0x05976ae3ab8e6b3b01039f616670d3dd18b440a8,858.0750407830342
0x025b6d0137e847ba5df51e8af8508e4874d2ddbd,857.5312669929309
0x02bee0a17903cc1f2f48b4514ec23aae547fe4a3,856.9874932028276
0x02cee1b0ef2c8a7d31025b35b0cc271f59815035,856.4437194127244
0x045a41a9d9cb0fc81cfe1e8f486e5c53a3b3ce8b,855.899945622621
0x05a082d4a4ae72304cb0518eaf460fa474f00620,855.3561718325177
0x0524f2b8765ee3a1a033311ddc9e2dcaad34b8c3,854.5405111473627
0x03c04b194242507de3d845887c6c36bdcf3121df,854.5405111473627
0x0351c5599f6d7a0306c02e5c5b3b76f789b395a0,853.7248504622077
0x03f938f62fbe032d3197b4f74fa4c228de73088c,853.1810766721044
0x02d77fc7307cd7ec962eda62d25936156a7a6492,852.6373028820011
0x017d08868e2ddbf4d2b28171457c1ce6976fe212,852.0935290918977
0x01b3b5ae37f70e6540abc2667fec68c19b2e7a1d,851.5497553017944
0x01e859c314e9ae31bbd455affaa2a54ce3f3019e,851.0059815116912
0x0057bd83a142da84b6404616c683e21e7dd6fa5f,850.1903208265361
0x02a7c650e9a1a2d66deab637c07e1d627587c083,850.1903208265361
0x049ca02e4394a5ddea5ef9c3194d82e640187573,849.3746601413812
0x02a5c129419ffe445e6c07357715994a513741f6,848.8308863512779
0x047fe25b45dd7f73258d858971cfe41e004e6132,848.2871125611745
0x03eb2f2d7eeab4b9cbb59bd58cedbe2d30948562,847.7433387710712
0x050d9f92aaad5c4fb676e3e4f233e18e6f167698,847.1995649809679
0x0168459886bd2aa322c18ed0b209887095afcacb,846.6557911908646
0x0318ccfbfae5e2c06b2f533a35acecea13b9909f,846.1120174007613
0x040fa9bbed1f3cbae34ec655f9c49e25532cab72,845.568243610658
0x0337dcbc6f5f2c2ca665fdd487f7d8f23c305b08,845.0244698205547
0x054f16fa8ecc15dc47d22422d3d864eba43e87cf,844.4806960304513
0x0357ee511a77d1981d2d79e076f9608be771c85b,843.936922240348
0x0256b3d533b384fd24bfef8f61491ceea5426b5e,843.3931484502447
0x05b4600b2e54b7bf090f39c2c6e7c70d0a571838,842.8493746601414
0x000f7f22bfc28d940d4b68e13213ab17cf107790,842.305600870038
0x049569adb8a1e8a9349e9f1111c7b7993a4612eb,841.7618270799347
0x01f0592d70220b0bc1802d27d90c22ff40dd7161,841.2180532898315
0x03d11a35efea67f3b98dcb9d3ddad6b15cdb43f6,840.6742794997281
0x01080306fab7721ae1dbff1909df46b92a2c0b8c,840.1305057096248
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,839.5867319195215
0x0421fa1f9f228934332cc11de6f66497f43fb734,839.0429581294183
0x02706710a0bd191361d1935d74e812a9c588cd05,838.4991843393148
0x05ee3c534b3c640889148539568847b034424be8,837.9554105492115
0x03867a6c590972095f2c82dedede42a62f46952a,837.4116367591082
0x00515e4f8a5c52a526f48c3ea07238143e2c04fc,836.8678629690048
0x03f44e563dd447449f48f8103b5df70aff7cf577,836.05220228385
0x00c67d9d6d3d13b42a87424e145826c467cccd84,836.05220228385
0x04fdac80b3ca0b9066bd275f176dc807e3908a8e,835.236541598695
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,834.6927678085916
0x00d29fbc981d05edba69bc0909e391a132271357,834.1489940184883
0x042a154ede61e25b4220cbc83e76c79f8c0d3926,833.6052202283851
0x04c18cbf703c72591f1800b52d801a948f55e00c,833.0614464382817
0x00c26a3e7117cfe0e4afacff2a1be9e3d2384c6e,832.5176726481783
0x04895114da673f16d83a75e4cd3c64a68e2428c8,831.973898858075
0x0167767e7ffabd6e9fe1f958535bf296622d4b21,831.4301250679717
0x00eddd42021ba97a37097ad4286b893b206e12bc,830.8863512778684
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,830.3425774877651
0x0073943c869d55da3b7c8ab40ee3c2a68b65fb33,829.7988036976618
0x0269ae21dbae267fb041ee16ba8500dd0fde2f2d,829.2550299075585
0x0553aeaaa787ca5bbca6e172d3fde33957ff4b91,828.7112561174552
0x0225c9cc9a6413812b15ad1c706c3c8b90c0459f,828.1674823273519
0x0044803a27c6c45babd3fb7affb80b3f913579d7,827.6237085372485
0x00861fefcfef0a542b0a6c90ce1ee575e257a6c7,827.0799347471451
0x05b95e058f04185f3aa8c47f025c2ce00a50ad6e,826.5361609570418
0x033a10f0fa3a846f441f7d7469a2352f910443ad,825.720500271887
0x02d86f9846faff28378cbfb438e2f9a87b5e7682,825.720500271887
0x048aaa70a3e351c9e3b487ba78fa03efbf062067,824.9048395867319
0x01eacf1d1ccf7f656fda1b95beafdb3c7fc396a7,824.3610657966286
0x0135249c1897454959da69ac1481df6c1d4023a8,823.8172920065253
0x0202ef0ff22c58039de970c4460c9ebd2ed6b309,823.273518216422
0x008183a11eacc113e85007bd14bfbd6da3f687f9,822.7297444263186
0x028edad1e233e1d094925ee54d71368bce668f36,821.9140837411637
0x03f2c10fa31be77d666ee1e326e3a1178c425974,821.9140837411637
0x005661a7a441451fafdccd579905a7dbc79fd538,821.0984230560086
0x01d43fcfb3a9e93be5344d1011162d548db936c3,820.5546492659054
0x047fdc2db6ee901f154f60b36626194d2c2a68f7,820.0108754758021
0x04803b46c2a8951a2ce0793d58db51b29656dfbe,819.4671016856987
0x03ae6e3226c9fe470b638eaa1301965c613b8b6b,818.9233278955954
0x035bc96201666333294c5a04395bb3618a2b6a11,818.3795541054922
0x04537c1eeaa19e1b8692c81ff68e9d403d0396ab,817.8357803153889
0x021690c899ae56dbcf851ba0305659d39b557622,817.2920065252854
0x04b5762ee57e2fa1cc1dd2e13d284d0284f2d41e,816.7482327351821
0x03922322741e50ee5a589aedc9fc7ed74a3e1e32,816.2044589450788
0x00e979f43658ae9cfb838b07d4b3bc70f12b93cb,815.6606851549756
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,815.1169113648722
0x00a0847926a77692495774f1c71ba8abef99dd52,814.5731375747689
0x04d77f0bcc07515b0ba5d67bb812d6dcf1f1b2f6,814.0293637846656
0x04eb9b28d200a20337a5383b02f8b19cd419f577,813.4855899945622
0x022ca32d31da3ef85922aafd9ad29c5b2418172c,812.941816204459
0x023f57cc43fb63b4d6d5a18f8f656d828c40e489,812.3980424143557
0x0221049b11fc262500edcef74c4b84e9454b681f,811.8542686242523
0x0230d420819b2654845fb9c570ac53c969b6c386,811.3104948341489
0x012916ed48b20433b698cb32b488e52c639a2a66,810.7667210440457
0x01f890b15fc99eccfb75b97c6fa0da97deef966e,810.2229472539424
0x0051e6e6cde6392c01b4cf6b97d9f5c50ec9817c,809.679173463839
0x0409b96fbf7988e5d186a350c018acc48cbf59b2,809.1353996737357
0x0337cbd1a09ae0c4e7f802c0ce2cffe880ef49ba,808.5916258836324
0x013b81ad989b9009f4dab4c804c6007882f9a190,808.0478520935292
0x02b42cadcb1d54d586d7b19c4b40ccb858d61640,807.2321914083741
0x0053b5daa6d4c2e3d16f2b9c10dc04e92b14a818,807.2321914083741
0x035b32173c6beca69608dc1b5740bfec727c5d82,806.4165307232191
0x022a09f4cb866d4d70853c9f8d50ce33f1fa0db7,805.8727569331157
0x05fc1b756b87591676b0970442fc6281db12e812,805.3289831430125
0x054f52abacec7481b912135356da0e893af5a36b,804.7852093529092
0x0281817134298991d74fb31dcb3efa1e936a4c25,804.2414355628059
0x0608dd91be17e1ecbab078a14a075bc8e9ae6b95,803.6976617727025
0x01d616e83175a410b31253ffa1f78ccb3884fddd,803.1538879825993
0x0524849b35de1273b41918ce5c0f5b260a4bd033,800.7069059271344
0x033d66fac8634e3c34be50cf24f5016f31447077,800.7069059271344
0x0173438096718b70015e2914e7773546851fdaff,800.7069059271344
0x0018583d7654803d2c59467e10dec5f70bbe1851,800.7069059271344
0x006f1973f3a2911fc15569d7787f51fb114db606,800.7069059271344
0x05e92f4ea55ce9a333a47689911b13407f82d81e,800.7069059271344
0x03105f295874820c5939e2f27602c9478b94969d,800.7069059271344
0x01d48c3d1feaecce1256f98f80162103d588e830,800.7069059271344
0x054f3f0b924c04cffbb7da01758916c2ec2b8ab9,798.2599238716693
0x00183135585d70a523d61b2e43037a7138b36906,797.7161500815661
0x038b15767ebe38fc2002b8c597ec9054021dcf7c,797.1723762914628
0x04a38539567837666eb4ee6e027005d14410386d,796.3567156063078
0x02996c1eaf1ea3de391ed7c748ca6c0762cd5f04,796.3567156063078
0x02030f00b8c816895f3ee4e341f381df245c8ba4,794.4535073409462
0x024703e2966869ebf5a522a2796ec53e31bcf9e1,794.4535073409462
0x05928b30cdadf923980ad00655f89349d08751fd,794.4535073409462
0x03936fad73cfd65a108318d917a7d00af8f2b16d,794.4535073409462
0x0293fafe77e87627af48a55ec2129f769a9cb270,794.4535073409462
0x034aff341d97429136304f3021e8f27975de3da0,792.8221859706363
0x0392ea959f551f01d432e1fa26110ef69d55e4c1,792.2784121805329
